merchant,category,amt,gender,lat,long,city_pop,job,unix_time,merch_lat,merch_long,is_fraud
fraud_Herzog Ltd,misc_pos,6.96,F,31.3833,-95.0619,43,"Engineer, production",1325396757,31.166149,-94.072786,0
fraud_Hermann-Gaylord,misc_pos,9.03,F,42.6835,-77.8664,4895,Acupuncturist,1325396778,42.162056,-77.311734,0
"fraud_Stroman, Hudson and Erdman",gas_transport,62.28,M,34.6902,-79.1834,14783,Hospital doctor,1325396788,34.847589,-79.06485,0
"fraud_Casper, Hand and Zulauf",grocery_pos,56.88,M,40.4308,-79.9205,687276,"Scientist, marine",1325396856,41.417998,-79.185322,0
fraud_Barton Inc,grocery_pos,103.51,F,43.0397,-77.6871,10256,"Teacher, primary school",1325396903,43.115164,-77.44351,0
fraud_Zboncak Ltd,food_dining,45.04,M,30.5668,-90.482,8512,"Accountant, chartered public finance",1325396912,31.377997,-90.675927,0
fraud_Emard Inc,gas_transport,32.6,F,40.029,-93.1607,602,Cytogeneticist,1325397009,39.335685,-92.982647,0
"fraud_Ferry, Lynch and Kautzer",misc_net,25.2,F,46.1664,-103.7079,475,Illustrator,1325397145,45.316176,-103.08214,0
fraud_Vandervort-Funk,grocery_pos,83.38,F,44.0385,-123.0614,191096,"Scientist, physiological",1325397159,43.659954,-123.848539,0
fraud_Gerlach Inc,shopping_net,321.15,M,38.6411,-100.138,269,Product/process development scientist,1325397171,38.605741,-99.447528,0
"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,30.86,F,41.0472,-79.8089,139,Patent attorney,1325397289,41.418846,-80.661913,0
fraud_Emard Inc,gas_transport,42.79,M,43.2064,-90.9405,153,Quantity surveyor,1325397304,43.718963,-90.833148,0
"fraud_Monahan, Bogisich and Ledner",misc_pos,5.24,F,31.3833,-95.0619,43,"Engineer, production",1325397328,30.563223,-95.693082,0
fraud_Wilkinson Ltd,entertainment,42.83,F,26.1184,-81.7361,276002,"Pilot, airline",1325397377,26.599772,-80.87758000000001,0
"fraud_Adams, Kovacek and Kuhlman",grocery_net,74.85,F,37.6787,-122.478,107941,"Buyer, industrial",1325397414,38.544098,-123.311607,0
"fraud_Moen, Reinger and Murphy",grocery_pos,109.17,F,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1325397414,37.878619,-89.903994,0
"fraud_Goldner, Kovacek and Abbott",grocery_pos,62.94,F,31.8287,-99.427,5908,Radio producer,1325397415,31.915403,-98.614828,0
fraud_Brekke and Sons,gas_transport,102.45,M,40.4308,-79.9205,687276,"Scientist, marine",1325397418,41.113589000000005,-80.195802,0
fraud_Hermann-Gaylord,misc_pos,5.45,F,41.6983,-70.3001,1850,Counselling psychologist,1325397514,40.894288,-70.390538,0
fraud_Bradtke PLC,grocery_pos,34.0,F,34.4596,-93.6743,1383,Manufacturing engineer,1325397516,35.277366,-94.505159,0
"fraud_Kerluke, Considine and Macejkovic",misc_net,7.81,F,34.7032,-98.9591,540,Research scientist (life sciences),1325397521,35.07159,-99.499248,0
fraud_DuBuque LLC,grocery_pos,110.63,F,34.9572,-81.9916,530,Animal technologist,1325397563,35.5489,-81.29112099999999,0
"fraud_Rowe, Batz and Goodwin",grocery_pos,83.69,F,26.6939,-81.9452,156391,Higher education careers adviser,1325397593,26.686504,-81.299918,0
fraud_Upton PLC,entertainment,60.78,M,38.8029,-77.2116,104396,Production engineer,1325397595,39.526893,-76.609434,0
"fraud_Little, Gutmann and Lynch",shopping_net,85.24,M,34.7437,-102.5064,53,Fisheries officer,1325397637,34.404171000000005,-103.162568,0
fraud_Prohaska-Murray,gas_transport,68.47,F,48.2777,-112.8456,743,Water engineer,1325397812,47.930197,-112.320743,0
fraud_Howe Ltd,misc_pos,138.38,F,37.7256,-81.1087,3994,"Biochemist, clinical",1325398023,37.008141,-81.411206,0
fraud_Jast-McDermott,shopping_pos,15.44,F,28.06,-82.4079,717255,Waste management officer,1325398091,28.721023,-83.14216400000001,0
fraud_Friesen-D'Amore,gas_transport,52.09,F,30.8635,-87.7644,19090,Science writer,1325398181,29.972385,-87.19384000000001,0
fraud_Cummerata-Jones,gas_transport,73.5,M,33.6547,-97.1583,26120,"Engineer, manufacturing",1325398183,33.900147,-98.117436,0
fraud_Lockman Ltd,grocery_pos,120.08,F,42.0158,-73.2913,647,Comptroller,1325398218,41.742354,-72.711546,0
fraud_Strosin-Cruickshank,grocery_pos,85.88,F,26.1184,-81.7361,276002,"Pilot, airline",1325398223,26.090246,-82.45350400000001,0
fraud_Dickinson-Rempel,misc_pos,1.34,M,39.6094,-100.4112,169,"Librarian, public",1325398227,39.610886,-100.744194,0
fraud_Heidenreich PLC,grocery_pos,146.38,M,44.6001,-84.2931,864,General practice doctor,1325398350,44.733358,-84.893102,0
fraud_Schmitt Inc,gas_transport,56.09,M,36.8347,-84.4436,1565,"Designer, industrial/product",1325398440,35.945631,-83.73349499999999,0
fraud_Bogisich Inc,grocery_pos,107.69,M,37.1935,-89.0933,639,Mechanical engineer,1325398446,37.446584,-88.22013299999999,0
fraud_Pacocha-Bauch,shopping_pos,1.95,F,41.71,-111.9817,2078,"Scientist, audiological",1325398518,41.930677,-111.044483,0
fraud_Medhurst PLC,shopping_net,10.09,F,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1325398536,36.120627,-97.940436,0
fraud_Brekke and Sons,gas_transport,107.32,M,35.0583,-79.008,238602,"Scientist, research (maths)",1325398579,34.170677000000005,-78.082572,0
"fraud_Greenholt, Jacobi and Gleason",gas_transport,69.75,F,38.9087,-77.0414,601723,Prison officer,1325398651,38.919299,-77.37165,0
"fraud_Ferry, Lynch and Kautzer",misc_net,5.34,F,31.8599,-102.7413,23,Cytogeneticist,1325398676,31.40441,-102.658364,0
fraud_Mayert Group,shopping_pos,4.12,F,39.9636,-79.7853,184,Systems developer,1325398756,40.2586,-79.20863299999999,0
fraud_Marks Inc,gas_transport,75.42,F,31.4467,-103.5791,12747,"Merchandiser, retail",1325398789,31.153295,-104.021759,0
fraud_Hudson-Ratke,grocery_pos,199.55,F,39.5994,-105.0044,320420,Water engineer,1325398849,38.619691,-105.498059,0
fraud_Murray-Smitham,grocery_pos,89.52,F,32.9413,-81.1807,1725,Social researcher,1325398857,33.936761,-81.678842,0
"fraud_Heller, Gutmann and Zieme",grocery_pos,56.57,M,45.7801,-111.1439,18182,"Engineer, drilling",1325398879,46.567253,-111.692333,0
fraud_Frami Group,entertainment,1.86,M,29.9912,-90.2479,68211,"Engineer, petroleum",1325398895,29.748642,-90.602809,0
fraud_Pouros-Haag,shopping_pos,8.75,M,36.1043,-97.0609,55345,Cabin crew,1325398914,36.645091,-96.464764,0
fraud_Miller-Harris,misc_net,9.41,M,36.802,-87.8286,13422,Commissioning editor,1325398974,36.121165000000005,-88.50975799999999,0
fraud_Ortiz Group,grocery_net,47.51,M,33.141,-82.515,741,Claims inspector/assessor,1325398976,33.44865,-82.696711,0
fraud_Harber Inc,gas_transport,94.48,F,48.8878,-118.2105,149,Special educational needs teacher,1325399087,49.513555,-117.819653,0
fraud_Corwin-Collins,gas_transport,79.27,F,38.1372,-81.5962,630,Fine artist,1325399099,38.686653,-80.803493,0
fraud_Goldner-Lemke,entertainment,19.91,F,39.0305,-76.5515,92106,"Accountant, chartered certified",1325399100,39.21153,-77.322292,0
fraud_Berge LLC,gas_transport,79.39,M,44.6255,-116.4493,129,Cartographer,1325399107,43.673602,-116.40606,0
fraud_Pagac LLC,shopping_pos,5.05,F,44.2415,-121.0113,2016,Local government officer,1325399140,44.245679,-121.333658,0
fraud_McCullough LLC,misc_pos,6.92,M,44.1111,-94.9134,914,Health and safety adviser,1325399191,43.989863,-95.473244,0
fraud_Lind-Buckridge,entertainment,2.3,F,39.9458,-75.9703,3066,Product manager,1325399259,39.692008,-75.75402199999999,0
fraud_Huels-Hahn,gas_transport,56.62,F,40.2158,-83.9579,133,Professor Emeritus,1325399311,40.684998,-83.147487,0
fraud_Dooley-Thompson,misc_net,9.09,M,40.7641,-84.0973,86954,"Copywriter, advertising",1325399344,39.995553,-83.56832,0
"fraud_Moen, Reinger and Murphy",grocery_pos,102.1,F,30.592,-97.2893,1766,Press sub,1325399363,31.070756,-96.972356,0
fraud_Strosin-Cruickshank,grocery_pos,168.42,F,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1325399383,35.594928,-97.620498,0
fraud_Deckow-O'Conner,grocery_pos,138.23,M,37.5802,-80.5248,2443,Chartered public finance accountant,1325399467,38.06715,-79.888697,0
fraud_Erdman-Kertzmann,gas_transport,69.72,F,39.7417,-93.6289,271,Land/geomatics surveyor,1325399556,39.053407,-93.972916,0
fraud_Hills-Olson,grocery_net,48.39,F,42.1782,-83.2461,15623,Writer,1325399615,41.566092,-82.43762199999999,0
fraud_Huels-Nolan,gas_transport,53.33,F,44.6087,-74.9732,69,Chief Executive Officer,1325399661,43.811536,-75.890407,0
fraud_Hickle Group,shopping_pos,142.88,M,43.4987,-90.2796,1360,Occupational hygienist,1325399707,43.234305,-90.085867,0
"fraud_Schultz, Simonis and Little",grocery_pos,98.01,M,41.2244,-86.6966,5791,"Doctor, general practice",1325399776,40.724135,-85.833294,0
fraud_Koepp-Witting,grocery_pos,154.0,F,41.6983,-70.3001,1850,Counselling psychologist,1325399829,42.017621000000005,-69.83017,0
fraud_Koss and Sons,gas_transport,47.19,F,30.6576,-91.6264,1178,Community education officer,1325399891,29.995522,-92.208935,0
"fraud_Mosciski, Ziemann and Farrell",shopping_net,38.21,F,27.2625,-80.3793,181438,Primary school teacher,1325399976,26.405694,-81.367727,0
fraud_Stamm-Rodriguez,misc_pos,76.4,F,34.5091,-92.4828,4074,"Scientist, audiological",1325399999,34.011987,-92.716863,0
fraud_Conroy Ltd,shopping_pos,15.73,F,30.6576,-91.6264,1178,Community education officer,1325400054,30.868471000000003,-92.058125,0
fraud_Huels-Hahn,gas_transport,43.05,F,39.9972,-88.6962,478,Landscape architect,1325400068,40.467028000000006,-88.919686,0
"fraud_Schumm, Bauch and Ondricka",grocery_pos,50.18,M,35.0149,-85.0164,3730,Occupational therapist,1325400184,35.919237,-85.432351,0
"fraud_Moen, Reinger and Murphy",grocery_pos,127.55,M,38.388000000000005,-79.9906,365,Special effects artist,1325400228,38.154486,-79.915134,0
fraud_McGlynn-Heathcote,misc_net,1636.87,F,31.6489,-82.1982,1324,"Engineer, technical sales",1325400234,31.608415,-83.145823,0
fraud_Bednar Group,misc_net,6.7,M,41.6858,-90.3706,1426,Agricultural consultant,1325400240,41.061364000000005,-90.268802,0
fraud_Miller-Hauck,grocery_pos,65.52,M,27.5155,-99.4986,248858,Video editor,1325400248,27.785758,-99.587766,0
fraud_Kilback LLC,grocery_pos,94.7,F,34.0287,-118.4924,92043,"Civil engineer, contracting",1325400431,34.238172,-117.644726,0
fraud_Kling-Grant,grocery_net,60.32,M,41.5205,-80.0573,5507,Retail merchandiser,1325400492,40.563586,-79.136622,0
fraud_Kuphal-Predovic,misc_net,5.68,M,36.9412,-98.2458,83,Barrister's clerk,1325400516,36.742499,-99.02925,0
fraud_McGlynn-Heathcote,misc_net,199.91,F,41.4247,-105.4781,35371,"Pilot, airline",1325400518,40.476974,-105.541846,0
fraud_Parisian and Sons,gas_transport,69.77,M,42.247,-73.7552,17867,Travel agency manager,1325400607,41.375676,-73.680773,0
"fraud_Greenholt, Jacobi and Gleason",gas_transport,78.73,M,43.196000000000005,-72.3001,477,Naval architect,1325400628,43.241154,-71.402473,0
fraud_Cole PLC,grocery_pos,95.02,F,39.4125,-80.6352,255,Chief Executive Officer,1325400659,39.170121,-79.98674100000001,0
fraud_Torp-Labadie,gas_transport,48.1,F,41.6423,-104.1974,635,Product/process development scientist,1325400751,41.045216,-104.409531,0
fraud_Rempel Inc,shopping_net,6.64,M,35.584,-80.8685,69793,Control and instrumentation engineer,1325400790,34.879573,-80.555417,0
fraud_Sporer Inc,gas_transport,46.58,M,43.9742,-71.1503,3807,Surgeon,1325400806,44.410079,-70.79915,0
fraud_Herman Inc,misc_pos,40.77,M,43.3526,-102.5411,1126,Volunteer coordinator,1325400829,43.563076,-101.937733,0
"fraud_Kihn, Abernathy and Douglas",shopping_net,7.12,F,37.1641,-96.6917,602,"Buyer, industrial",1325400834,37.548058000000005,-95.772655,0
"fraud_Greenholt, Jacobi and Gleason",gas_transport,64.92,M,41.1832,-96.9882,614,Associate Professor,1325400847,42.131440000000005,-96.938715,0
fraud_Dare-Marvin,entertainment,1.9,M,42.1767,-79.9416,2518,Event organiser,1325400889,42.120787,-79.332543,0
"fraud_Greenholt, Jacobi and Gleason",gas_transport,50.13,F,47.5375,-95.9941,516,Applications developer,1325400920,47.090201,-95.105078,0
fraud_Ledner-Pfannerstill,gas_transport,37.0,F,42.9207,-91.0685,878,Risk analyst,1325400929,42.492540000000005,-90.886837,0
fraud_McCullough LLC,misc_pos,8.73,M,41.4575,-74.1659,2258,Building surveyor,1325400958,41.731038,-74.573464,0
fraud_Bailey-Morar,grocery_pos,157.71,F,35.7382,-98.7388,1675,Barrister,1325400969,35.713014,-99.549224,0
fraud_Cummings LLC,gas_transport,56.5,F,39.8936,-79.7856,328,Tree surgeon,1325400969,39.039511,-79.474965,0
fraud_Pacocha-O'Reilly,grocery_pos,78.49,F,40.8626,-91.9534,888,Camera operator,1325400970,40.753272,-91.930771,0
fraud_Rempel Inc,shopping_net,87.84,M,41.06399999999999,-72.3366,1858,Clinical biochemist,1325400972,40.49526,-71.508465,0
fraud_Sporer Inc,gas_transport,61.04,M,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1325401017,37.573022,-79.20938199999999,0
fraud_Gutmann-Upton,misc_pos,100.93,F,44.232,-74.4905,6120,Chartered loss adjuster,1325401114,43.55786,-74.42868299999999,0
fraud_Lockman Ltd,grocery_pos,136.43,F,30.6576,-91.6264,1178,Community education officer,1325401149,31.334189,-91.736019,0
fraud_Friesen-D'Amore,gas_transport,68.73,F,37.0581,-86.1938,6841,"Therapist, sports",1325401246,37.704605,-85.656044,0
fraud_Torp-Labadie,gas_transport,77.02,M,33.3398,-92.7442,2501,Financial adviser,1325401262,32.844328000000004,-91.793546,0
fraud_Volkman-Predovic,shopping_net,6.48,F,34.5189,-112.2523,1179,"Civil engineer, contracting",1325401391,33.676231,-112.389594,0
fraud_Koepp-Witting,grocery_pos,66.52,M,42.5164,-82.9832,134056,"Producer, radio",1325401424,43.133883,-83.350473,0
fraud_Mraz-Herzog,gas_transport,60.1,F,35.1791,-91.2594,37,"Lecturer, further education",1325401428,36.117952,-90.437908,0
fraud_Bednar Group,misc_net,5.78,F,40.7152,-89.2706,6713,Archivist,1325401498,40.598555,-88.717021,0
fraud_Kuhn LLC,misc_net,124.79,F,45.8327,-91.0144,1478,Neurosurgeon,1325401511,44.905327,-90.884945,0
"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,9.82,M,41.2244,-86.6966,5791,"Doctor, general practice",1325401586,41.059801,-86.726607,0
"fraud_Raynor, Feest and Miller",gas_transport,61.41,M,42.2848,-71.7205,35299,English as a second language teacher,1325401634,43.124525,-71.545704,0
fraud_Funk Group,grocery_net,51.28,F,33.8155,-112.1202,1312922,Counselling psychologist,1325401750,34.166811,-111.595599,0
"fraud_Christiansen, Goyette and Schamberger",gas_transport,92.76,F,41.71,-111.9817,2078,"Scientist, audiological",1325401826,42.599951,-112.758179,0
fraud_Trantow PLC,grocery_net,42.54,M,44.2541,-68.5565,824,"Loss adjuster, chartered",1325401911,43.413409,-67.938911,0
fraud_Conroy-Cruickshank,gas_transport,71.06,F,37.3272,-91.0243,241,Investment analyst,1325401915,36.447073,-91.941927,0
fraud_Bogisich-Homenick,misc_net,4.26,M,34.7789,-86.5438,190178,Television production assistant,1325401950,35.036513,-87.00354,0
fraud_Jast and Sons,food_dining,74.09,F,33.8419,-117.6043,233717,Wellsite geologist,1325401981,33.917815999999995,-117.821826,0
fraud_Conroy Ltd,shopping_pos,6.59,M,28.1762,-81.9591,237282,Plant breeder/geneticist,1325402009,28.992813,-82.16615,0
fraud_Kiehn-Emmerich,grocery_pos,67.98,M,41.141000000000005,-84.5722,6284,Secondary school teacher,1325402088,41.493388,-84.55955,0
fraud_Koepp-Parker,grocery_pos,106.83,M,40.4731,-80.9596,2208,Mental health nurse,1325402139,40.981911,-81.105176,0
fraud_Bernhard Inc,gas_transport,56.59,M,42.4999,-74.6117,1666,Diagnostic radiographer,1325402200,41.785261,-74.554777,0
"fraud_Baumbach, Strosin and Nicolas",shopping_pos,6.71,F,32.0913,-83.7922,7420,Phytotherapist,1325402205,32.473304,-84.563429,0
fraud_Stark-Batz,entertainment,16.08,M,42.1767,-79.9416,2518,Event organiser,1325402224,43.011965,-80.629362,0
fraud_Bogisich Inc,grocery_pos,63.22,F,37.575,-88.9655,3119,"Teacher, secondary school",1325402269,37.504124,-88.581738,0
fraud_Bailey-Morar,grocery_pos,60.65,M,38.5677,-109.5271,9772,Location manager,1325402274,38.015263,-109.543831,0
fraud_Hickle Group,shopping_pos,127.09,M,38.4207,-79.4629,99,Dance movement psychotherapist,1325402311,39.263465,-79.474877,0
"fraud_Towne, Greenholt and Koepp",shopping_net,4.56,F,33.9568,-81.1405,52126,Chemical engineer,1325402384,33.149021000000005,-80.81120899999999,0
"fraud_Lockman, West and Runte",grocery_pos,99.92,F,39.4125,-80.6352,255,Chief Executive Officer,1325402398,40.262049,-80.833015,0
fraud_Mraz-Herzog,gas_transport,60.15,F,44.7957,-110.6137,369,Materials engineer,1325402402,45.68706,-109.891525,0
fraud_Emard Inc,gas_transport,42.1,F,44.453,-123.1065,917,Radio broadcast assistant,1325402408,43.595613,-123.429412,0
fraud_Schamberger-O'Keefe,grocery_pos,205.76,F,38.9621,-94.5959,545147,Counsellor,1325402554,39.511175,-94.760973,0
fraud_Brekke and Sons,gas_transport,55.68,M,44.9673,-93.2828,1022298,Chemical engineer,1325402588,45.868418,-93.458294,0
"fraud_Casper, Hand and Zulauf",grocery_pos,194.98,F,34.2651,-77.867,186140,English as a second language teacher,1325402600,34.747884,-77.812611,0
fraud_Dickinson Ltd,misc_pos,40.8,F,38.5957,-99.554,320,Film/video editor,1325402621,39.344754,-100.032553,0
fraud_Nienow PLC,entertainment,22.82,M,33.141,-84.1759,4138,Field seismologist,1325402633,34.118755,-83.79910500000001,0
fraud_Wolf Inc,grocery_pos,212.87,F,38.9621,-94.5959,545147,Counsellor,1325402666,38.440444,-93.968005,0
fraud_Sporer Inc,gas_transport,31.66,M,37.5802,-80.5248,2443,Chartered public finance accountant,1325402771,37.676766,-80.710909,0
fraud_Volkman Ltd,misc_net,23.05,F,48.8856,-103.0098,248,Industrial/product designer,1325402805,49.030995,-103.109525,0
fraud_Rempel Inc,shopping_net,83.17,M,37.1935,-89.0933,639,Mechanical engineer,1325402816,37.502558,-89.538733,0
fraud_Emmerich-Luettgen,grocery_net,63.31,M,42.1239,-79.1895,3833,Metallurgist,1325402882,42.035316,-80.08225999999999,0
fraud_Kutch LLC,gas_transport,77.83,F,43.7575,-122.481,597,Forensic psychologist,1325402923,44.438045,-121.970543,0
fraud_Mante Group,misc_net,3.68,M,45.3637,-84.4695,937,Technical brewer,1325403046,46.345956,-84.000883,0
fraud_Murray-Smitham,grocery_pos,95.8,M,32.2819,-98.5673,407,Clothing/textile technologist,1325403131,32.344145000000005,-98.569402,0
"fraud_Baumbach, Feeney and Morar",shopping_net,3.15,F,38.1485,-98.6408,215,Probation officer,1325403195,37.897032,-97.804613,0
fraud_Thiel PLC,misc_pos,508.59,F,43.0498,-78.851,45100,Ambulance person,1325403203,43.591414,-78.30121700000001,0
"fraud_Reilly, Heaney and Cole",gas_transport,55.35,M,38.138000000000005,-89.2231,2135,"Development worker, community",1325403209,38.33354,-88.557781,0
fraud_Hudson-Ratke,grocery_pos,123.2,F,35.2289,-88.64399999999999,3876,Senior tax professional/tax inspector,1325403252,35.868466,-89.548536,0
fraud_Kuhic LLC,shopping_net,1.13,F,39.9972,-88.6962,478,Landscape architect,1325403265,39.320846,-89.343187,0
"fraud_Olson, Becker and Koch",gas_transport,91.22,F,39.5994,-105.0044,320420,Water engineer,1325403286,40.062868,-105.199294,0
fraud_Mohr Inc,shopping_pos,8.19,F,39.6747,-76.8941,11751,Clinical research associate,1325403341,40.595003000000005,-77.49443199999999,0
fraud_Kiehn Inc,grocery_pos,78.8,M,35.3492,-99.188,2142,Politician's assistant,1325403387,35.081835,-99.764056,0
"fraud_Hagenes, Kohler and Hoppe",food_dining,116.04,F,39.7813,-76.7477,7565,Insurance claims handler,1325403409,39.361539,-76.276545,0
fraud_Mraz-Herzog,gas_transport,63.54,F,38.8089,-78.7776,863,"Engineer, mining",1325403527,38.742452,-79.105637,0
fraud_Harris Inc,gas_transport,68.85,M,39.7795,-93.3014,964,Tourist information centre manager,1325403540,38.795002,-94.219522,0
fraud_Kerluke Inc,misc_net,9.21,F,43.7893,-75.4156,8830,Theme park manager,1325403574,43.395693,-74.660256,0
fraud_Block-Parisian,misc_net,76.86,M,31.0,-82.8555,419,Advertising account executive,1325403814,30.784155,-83.200177,0
fraud_McDermott-Weimann,grocery_pos,150.82,M,37.7773,-119.0825,633,Health service manager,1325403831,38.179302,-119.614224,0
"fraud_Robel, Cummerata and Prosacco",gas_transport,51.44,M,44.0575,-69.9656,3224,"Engineer, electronics",1325403896,43.243592,-69.99445899999999,0
fraud_Heller-Langosh,gas_transport,57.83,F,44.4971,-67.9503,1131,Make,1325404008,43.897163,-68.018978,0
fraud_Mraz-Herzog,gas_transport,69.05,F,38.0261,-97.6666,1689,Gaffer,1325404042,38.827156,-98.085562,0
fraud_Dooley Inc,shopping_pos,147.56,M,33.5466,-101.8871,254282,"Doctor, general practice",1325404052,32.692762,-102.823356,0
"fraud_Robel, Cummerata and Prosacco",gas_transport,77.62,F,39.1412,-94.3515,123373,"Engineer, production",1325404063,38.748636,-94.884859,0
fraud_Turcotte-Halvorson,misc_pos,42.88,F,36.1124,-78.6476,12335,Chief Strategy Officer,1325404132,37.014139,-78.15193599999999,0
fraud_Jaskolski-Dibbert,grocery_net,30.93,M,37.6395,-97.1714,409656,Heritage manager,1325404158,38.37696,-96.548617,0
fraud_Mayert Group,shopping_pos,117.96,M,42.8223,-83.2829,24840,Agricultural consultant,1325404402,43.605107,-82.946703,0
fraud_Kunde-Sanford,misc_net,3.18,M,36.0434,-90.2907,1120,Television floor manager,1325404460,36.753937,-91.101249,0
fraud_Cole PLC,grocery_pos,125.69,M,44.6255,-116.4493,129,Cartographer,1325404519,43.932656,-116.426446,0
fraud_Bashirian Group,shopping_net,8.11,M,39.8153,-91.2627,1656,Exhibition designer,1325404538,40.476247,-90.819337,0
fraud_Dickinson Ltd,misc_pos,3.34,F,33.8419,-117.6043,233717,Wellsite geologist,1325404552,32.923527,-116.743069,0
"fraud_Cremin, Hamill and Reichel",misc_pos,32.44,M,43.4987,-90.2796,1360,Occupational hygienist,1325404588,44.332865000000005,-89.849047,0
fraud_Mraz-Herzog,gas_transport,66.36,F,32.5486,-80.307,2408,"Sales professional, IT",1325404614,32.740767,-79.667622,0
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,105.76,F,33.9845,-85.9077,67082,Ceramics designer,1325404642,33.294702,-86.883989,0
fraud_Kling-Grant,grocery_net,51.66,F,29.7972,-95.3288,2906700,Animator,1325404651,30.767878000000003,-95.073866,0
fraud_Jast-McDermott,shopping_pos,127.2,M,43.196000000000005,-72.3001,477,Naval architect,1325404657,43.32428,-73.067471,0
fraud_Dickinson-Rempel,misc_pos,4.21,M,42.0737,-78.0594,239,Radio producer,1325404668,41.90332,-77.48869300000001,0
fraud_Sawayn PLC,shopping_pos,113.41,M,36.385,-98.0727,1078,Podiatrist,1325404678,37.297006,-98.889052,0
fraud_Pfeffer and Sons,shopping_pos,5.05,F,41.5686,-83.3632,269,Insurance underwriter,1325404680,42.353673,-82.645363,0
"fraud_Tromp, Kerluke and Glover",grocery_net,49.76,M,42.2701,-78.6847,1453,Toxicologist,1325404787,41.518354,-78.434401,0
fraud_Jewess LLC,shopping_pos,9.37,M,44.797,-73.5112,4778,Engineering geologist,1325404862,44.6475,-73.332048,0
fraud_Stracke-Lemke,grocery_pos,134.75,F,31.6489,-82.1982,1324,"Engineer, technical sales",1325404958,31.198751,-81.574855,0
"fraud_Streich, Hansen and Veum",gas_transport,92.32,M,40.7641,-84.0973,86954,"Copywriter, advertising",1325405013,41.192722,-84.951088,0
fraud_Murray-Smitham,grocery_pos,218.2,F,37.6787,-122.478,107941,"Buyer, industrial",1325405022,38.190054,-121.705641,0
"fraud_Schaefer, Maggio and Daugherty",gas_transport,40.03,M,44.5232,-86.2061,680,"Designer, jewellery",1325405058,44.580163,-85.781021,0
fraud_Roberts-Beahan,misc_pos,35.42,M,30.2816,-99.241,2395,"Pharmacist, community",1325405085,30.928091,-98.939276,0
fraud_Brown PLC,misc_net,4.32,F,27.9865,-82.0139,237282,Clothing/textile technologist,1325405104,27.409065,-81.897281,0
"fraud_Tillman, Dickinson and Labadie",gas_transport,60.17,F,41.4193,-99.3844,73,Product designer,1325405159,42.182148,-99.876819,0
"fraud_Rowe, Batz and Goodwin",grocery_pos,18.8,M,42.5164,-82.9832,134056,"Doctor, hospital",1325405184,42.891759,-83.686167,0
fraud_Metz-Boehm,shopping_pos,3.54,F,37.3304,-121.7913,973849,Science writer,1325405204,38.005968,-121.191609,0
fraud_Rau and Sons,grocery_pos,185.1,F,27.4703,-81.4872,50835,Environmental consultant,1325405314,27.839167,-81.56264399999999,0
"fraud_Greenholt, Jacobi and Gleason",gas_transport,49.47,F,37.3304,-121.7913,973849,Science writer,1325405341,37.202165,-122.238415,0
"fraud_Jenkins, Hauck and Friesen",gas_transport,90.06,M,42.9993,-88.2196,95015,"Therapist, occupational",1325405441,42.793885,-89.176339,0
fraud_Torp-Lemke,misc_pos,4.26,M,43.0261,-94.4064,912,Optometrist,1325405455,43.241099,-94.331093,0
"fraud_Lind, Huel and McClure",gas_transport,49.68,F,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1325405527,41.396255,-73.987344,0
fraud_Flatley-Durgan,misc_net,407.42,F,43.7857,-124.1437,260,"Engineer, maintenance",1325405580,44.556768,-123.41021299999998,0
"fraud_Reichert, Rowe and Mraz",shopping_net,31.19,M,32.955,-92.587,1758,"Psychologist, forensic",1325405607,33.482113,-91.639878,0
fraud_Bauch-Raynor,grocery_pos,97.46,M,40.1334,-75.4536,737,Oceanographer,1325405640,39.152123,-74.922714,0
fraud_Turcotte-Halvorson,misc_pos,6.72,F,33.5494,-111.9565,17047,Building surveyor,1325405656,32.803224,-112.544682,0
fraud_Sporer Inc,gas_transport,90.49,M,36.6966,-96.7869,471,Sub,1325405671,35.885065000000004,-96.165184,0
fraud_Kiehn-Emmerich,grocery_pos,45.74,M,43.9446,-88.0911,5196,Child psychotherapist,1325405672,43.965711,-88.419416,0
"fraud_Jenkins, Hauck and Friesen",gas_transport,74.17,M,29.3641,-98.4924,1595797,Land,1325405739,30.26032,-97.550323,0
"fraud_Casper, Hand and Zulauf",grocery_pos,85.51,M,40.3087,-76.2963,823,Gaffer,1325405781,39.350022,-76.183697,0
fraud_Kilback Group,food_dining,14.85,F,39.0305,-76.5515,92106,"Accountant, chartered certified",1325405783,38.342331,-77.07664399999999,0
fraud_Spencer-Runolfsson,misc_pos,14.92,F,48.4786,-122.3345,14871,Public house manager,1325405923,49.36542,-121.909876,0
fraud_Berge LLC,gas_transport,63.6,M,39.2048,-94.0259,464,Colour technologist,1325405986,39.026626,-94.047307,0
fraud_Buckridge PLC,misc_pos,242.85,F,39.537,-83.455,22305,Television floor manager,1325406064,39.658571,-84.445008,0
